iter	Passed	Remaining
1663	76503	15447
1664	76550	15402
1665	76600	15356
1666	76646	15310
1667	76696	15265
1668	76745	15220
1669	76788	15173
1670	76835	15128
1671	76880	15081
1672	76924	15035
1673	76970	14989
1674	77015	14943
1675	77060	14897
1676	77106	14851
1677	77148	14804
1678	77192	14758
1679	77252	14714
1680	77307	14670
1681	77355	14624
1682	77398	14578
1683	77450	14533
1684	77498	14487
1685	77541	14441
1686	77590	14395
1687	77636	14349
1688	77678	14303
1689	77729	14257
1690	77769	14211
1691	77811	14164
1692	77865	14119
1693	77912	14074
1694	77960	14028
1695	78029	13986
1696	78133	13950
1697	78179	13904
1698	78227	13859
1699	78278	13813
1700	78321	13767
1701	78363	13720
1702	78411	13674
1703	78461	13629
1704	78507	13583
1705	78554	13537
1706	78598	13491
1707	78639	13444
1708	78683	13397
1709	78729	13351
1710	78774	13305
1711	78822	13259
1712	78866	13213
1713	78909	13166
1714	78959	13121
1715	79013	13076
1716	79055	13030
1717	79102	12984
1718	79156	12939
1719	79197	12892
1720	79239	12845
1721	79282	12799
1722	79323	12752
1723	79370	12706
1724	79413	12660
1725	79458	12613
1726	79505	12568
1727	79549	12521
1728	79592	12475
1729	79633	12428
1730	79684	12383
1731	79729	12336
1732	79771	12290
1733	79820	12244
1734	79864	12198
1735	79913	12152
1736	79955	12106
1737	79998	12059
1738	80045	12013
1739	80107	11970
1740	80149	11923
1741	80195	11877
1742	80240	11831
1743	80284	11784
1744	80331	11739
1745	80377	11692
1746	80419	11646
1747	80467	11600
1748	80515	11554
1749	80559	11508
1750	80608	11462
1751	80647	11415
1752	80689	11369
1753	80731	11322
1754	80780	11276
1755	80824	11230
1756	80869	11184
1757	80917	11138
1758	80960	11092
1759	81008	11046
1760	81050	11000
1761	81095	10953
1762	81145	10908
1763	81190	10862
1764	81234	10815
1765	81274	10769
1766	81318	10722
1767	81363	10676
1768	81408	10630
1769	81452	10584
1770	81495	10537
1771	81535	10491
1772	81578	10444
1773	81619	10397
1774	81662	10351
1775	81710	10305
1776	81754	10259
1777	81808	10214
1778	81858	10169
1779	81900	10122
1780	81944	10076
1781	81985	10029
1782	82030	9983
1783	82077	9937
1784	82121	9891
1785	82169	9845
1786	82213	9799
1787	82256	9753
1788	82307	9707
1789	82348	9661
1790	82393	9614
1791	82437	9568
1792	82479	9522
1793	82522	9475
1794	82566	9429
1795	82609	9383
1796	82659	9337
1797	82703	9291
1798	82745	9245
1799	82791	9199
1800	82833	9152
1801	82879	9106
1802	82927	9060
1803	82975	9015
1804	83024	8969
1805	83072	8923
1806	83122	8878
1807	83170	8832
1808	83214	8786
1809	83256	8739
1810	83306	8694
1811	83351	8647
1812	83403	8602
1813	83445	8556
1814	83490	8510
1815	83536	8464
1816	83584	8418
1817	83630	8372
1818	83681	8326
1819	83731	8281
1820	83774	8234
1821	83817	8188
1822	83861	8142
1823	83903	8095
1824	83947	8049
1825	83988	8003
1826	84031	7957
1827	84074	7910
1828	84120	7864
1829	84165	7818
1830	84209	7772
1831	84255	7726
1832	84303	7680
1833	84346	7634
1834	84396	7588
1835	84448	7543
1836	84502	7498
1837	84550	7452
1838	84593	7405
1839	84635	7359
1840	84683	7313
1841	84733	7268
1842	84777	7221
1843	84822	7175
1844	84869	7129
1845	84916	7084
1846	84960	7037
1847	85006	6991
1848	85049	6945
1849	85101	6900
1850	85148	6854
1851	85193	6808
1852	85237	6761
1853	85281	6715
1854	85335	6670
1855	85381	6624
1856	85432	6578
1857	85483	6533
1858	85526	6486
1859	85575	6441
1860	85622	6395
1861	85667	6349
1862	85710	6302
1863	85757	6257
1864	85801	6210
1865	85844	6164
1866	85887	6118
1867	85930	6072
1868	85976	6026
1869	86018	5979
1870	86065	5933
1871	86116	5888
1872	86159	5842
1873	86202	5795
1874	86247	5749
1875	86296	5704
1876	86344	5658
1877	86390	5612
1878	86434	5566
1879	86477	5519
1880	86527	5474
1881	86579	5428
1882	86625	5382
1883	86667	5336
1884	86715	5290
1885	86761	5244
1886	86805	5198
1887	86848	5152
1888	86894	5106
1889	86947	5060
1890	86997	5014
1891	87043	4968
1892	87089	4922
1893	87138	4876
1894	87180	4830
1895	87227	4784
1896	87269	4738
1897	87313	4692
1898	87365	4646
1899	87410	4600
1900	87457	4554
1901	87502	4508
1902	87552	4462
1903	87596	4416
1904	87641	4370
1905	87687	4324
1906	87739	4278
1907	87786	4232
1908	87829	4186
1909	87873	4140
1910	87921	4094
1911	87968	4048
1912	88011	4002
1913	88054	3956
1914	88103	3910
1915	88148	3864
1916	88192	3818
1917	88238	3772
1918	88284	3726
1919	88333	3680
1920	88385	3634
1921	88434	3588
1922	88481	3542
1923	88527	3496
1924	88580	3451
1925	88626	3405
1926	88669	3359
1927	88716	3313
1928	88760	3266
1929	88813	3221
1930	88864	3175
1931	88908	3129
1932	88958	3083
1933	89001	3037
1934	89047	2991
1935	89094	2945
1936	89138	2899
1937	89181	2853
1938	89228	2807
1939	89272	2760
1940	89320	2715
1941	89366	2669
1942	89411	2622
1943	89455	2576
1944	89500	2530
1945	89545	2484
1946	89596	2438
1947	89645	2393
1948	89695	2347
1949	89742	2301
1950	89791	2255
1951	89835	2209
1952	89882	2163
1953	89934	2117
1954	89986	2071
1955	90032	2025
1956	90086	1979
1957	90142	1933
1958	90192	1887
1959	90237	1841
1960	90278	1795
1961	90321	1749
1962	90370	1703
1963	90417	1657
1964	90460	1611
1965	90503	1565
1966	90546	1519
1967	90589	1472
1968	90631	1426
1969	90675	1380
1970	90723	1334
1971	90768	1288
1972	90819	1242
1973	90859	1196
1974	90905	1150
1975	90957	1104
1976	91000	1058
1977	91048	1012
1978	91094	966
1979	91136	920
1980	91186	874
1981	91233	828
1982	91277	782
1983	91320	736
1984	91367	690
1985	91411	644
1986	91456	598
1987	91506	552
1988	91560	506
1989	91606	460
1990	91653	414
1991	91701	368
1992	91745	322
1993	91793	276
1994	91841	230
1995	91894	184
1996	91938	138
1997	91987	92
1998	92031	46
1999	92074	0
