iter	Logloss
1514	0.1774648068
1515	0.1774578354
1516	0.1774417469
1517	0.1774245164
1518	0.1773857412
1519	0.1773669828
1520	0.1773529345
1521	0.1773268638
1522	0.1773000582
1523	0.1772873296
1524	0.1772765918
1525	0.1772704082
1526	0.1772578905
1527	0.1772204974
1528	0.1772108199
1529	0.1772008404
1530	0.177191453
1531	0.1771601506
1532	0.177146679
1533	0.1771384411
1534	0.1771228052
1535	0.177109708
1536	0.1771073213
1537	0.1770995402
1538	0.1770747476
1539	0.1770620856
1540	0.1770429314
1541	0.1770390477
1542	0.1770169078
1543	0.1770129755
1544	0.1770057394
1545	0.1769956102
1546	0.1769915565
1547	0.1769788078
1548	0.1769724846
1549	0.1769666699
1550	0.176931015
1551	0.1769274196
1552	0.1769250678
1553	0.1769058786
1554	0.1768934617
1555	0.1768612747
1556	0.1768535586
1557	0.1768426373
1558	0.1768175038
1559	0.1768147255
1560	0.1768029366
1561	0.1767808123
1562	0.1767622217
1563	0.1767485317
1564	0.1767337297
1565	0.1767213515
1566	0.1766953313
1567	0.1766714757
1568	0.1766597071
1569	0.1766497005
1570	0.1766450471
1571	0.1766222553
1572	0.176615154
1573	0.1765996331
1574	0.1765845112
1575	0.1765764644
1576	0.1765405875
1577	0.1765324192
1578	0.176520647
1579	0.1765168202
1580	0.1765035971
1581	0.1764939532
1582	0.1764889708
1583	0.1764835972
1584	0.1764651153
1585	0.176437817
1586	0.1764277977
1587	0.1764194042
1588	0.1764046695
1589	0.1763971862
1590	0.1763774098
1591	0.1763607187
1592	0.1763560044
1593	0.1763510207
1594	0.1763445773
1595	0.1763380524
1596	0.1763145642
1597	0.1762817727
1598	0.1762691083
1599	0.1762461153
1600	0.1762352604
1601	0.1762246053
1602	0.1762178747
1603	0.1762090055
1604	0.1761835748
1605	0.1761678229
1606	0.1761542698
1607	0.1761282579
1608	0.1761171759
1609	0.1761090012
1610	0.1760914038
1611	0.1760683006
1612	0.1760584923
1613	0.1760289264
1614	0.1760163673
1615	0.1760111743
1616	0.1759893707
1617	0.1759728832
1618	0.1759711592
1619	0.1759639546
1620	0.1759437722
1621	0.1759243288
1622	0.1759112207
1623	0.175905891
1624	0.1758886235
1625	0.1758769456
1626	0.175871176
1627	0.175860655
1628	0.1758488016
1629	0.1758368076
1630	0.1758325693
1631	0.175819532
1632	0.1758141383
1633	0.1758062732
1634	0.1758016749
1635	0.1757960441
1636	0.1757911356
1637	0.1757789529
1638	0.1757741161
1639	0.1757660238
1640	0.1757397333
1641	0.1757384734
1642	0.1756958705
1643	0.1756850423
1644	0.1756812484
1645	0.1756721032
1646	0.1756621999
1647	0.1756509905
1648	0.1756393421
1649	0.1756349508
1650	0.1756286886
1651	0.175614291
1652	0.1756072612
1653	0.1755978357
1654	0.1755833465
1655	0.1755736195
1656	0.1755665931
1657	0.1755581167
1658	0.1755291025
1659	0.175515968
1660	0.1755112619
1661	0.1755062113
1662	0.1755024408
1663	0.1754887526
1664	0.1754825279
1665	0.1754632622
1666	0.1754578025
1667	0.1754241577
1668	0.1753940687
1669	0.1753792743
1670	0.1753708564
1671	0.1753380291
1672	0.1753287425
1673	0.1753204403
1674	0.1753101223
1675	0.1752712754
1676	0.1752593428
1677	0.1752574049
1678	0.1752536378
1679	0.175239696
1680	0.1752278407
1681	0.1752196551
1682	0.1751975376
1683	0.1751772695
1684	0.1751582972
1685	0.1751512736
1686	0.1751376038
1687	0.1751332861
1688	0.1751288394
1689	0.1751126367
1690	0.1751036723
1691	0.1750894141
1692	0.1750634814
1693	0.175053453
1694	0.1750425636
1695	0.175019919
1696	0.1750095477
1697	0.1750051659
1698	0.1749914506
1699	0.1749791752
1700	0.1749720475
1701	0.1749582558
1702	0.1749512772
1703	0.174931524
1704	0.1749261598
1705	0.1749184689
1706	0.1749076907
1707	0.17490465
1708	0.1748941242
1709	0.1748889058
1710	0.1748732033
1711	0.1748498204
1712	0.1748442149
1713	0.1748421304
1714	0.1748287634
1715	0.1747888897
1716	0.1747842777
1717	0.1747726789
1718	0.1747678585
1719	0.1747640976
1720	0.174758241
1721	0.1747366615
1722	0.1747306824
1723	0.1747200698
1724	0.1747136452
1725	0.1747025726
1726	0.1746970868
1727	0.1746939423
1728	0.1746764033
1729	0.1746719931
1730	0.1746549083
1731	0.1746467116
1732	0.1746433999
1733	0.174639016
1734	0.1746324959
1735	0.1746210151
1736	0.174616888
1737	0.1746022692
1738	0.174591871
1739	0.1745681986
1740	0.1745661285
1741	0.1745399924
1742	0.17452141
1743	0.1745148212
1744	0.174506086
1745	0.1744904407
1746	0.1744881193
1747	0.1744609395
1748	0.1744365141
1749	0.17442651
1750	0.1744077293
1751	0.174403424
1752	0.1743970801
1753	0.174387499
1754	0.1743752166
1755	0.1743694739
1756	0.1743572616
1757	0.1743440287
1758	0.1743323197
1759	0.1743166516
1760	0.1743106994
1761	0.1743027435
1762	0.1742685732
1763	0.1742617481
1764	0.1742483924
1765	0.1742471864
1766	0.1742233787
1767	0.1742126505
1768	0.1742044169
1769	0.1741983533
1770	0.1741861699
1771	0.1741830078
1772	0.1741773353
1773	0.1741724825
1774	0.1741319559
1775	0.1741266994
1776	0.1741221887
1777	0.1741011981
1778	0.1740537359
1779	0.1740483406
1780	0.1740380825
1781	0.1740307561
1782	0.1740184734
1783	0.1740082241
1784	0.1740029388
1785	0.1739978521
1786	0.1739901723
1787	0.1739868155
1788	0.1739631873
1789	0.1739563149
1790	0.1739443178
1791	0.1739344579
1792	0.1739265721
1793	0.1739155611
1794	0.1738795132
1795	0.173873907
1796	0.1738630426
1797	0.1738536101
1798	0.1738473463
1799	0.1738416183
1800	0.1738373998
1801	0.1738321637
1802	0.1738099734
1803	0.1737923275
1804	0.1737894902
1805	0.1737819243
1806	0.1737699474
1807	0.1737602837
1808	0.1737459649
1809	0.173727123
1810	0.1737122424
1811	0.1736918274
1812	0.1736664987
1813	0.1736629569
1814	0.1736426996
1815	0.1736280935
1816	0.1736150051
1817	0.1736036199
1818	0.1735887954
1819	0.1735791255
1820	0.1735666761
1821	0.1735634862
1822	0.1735570627
1823	0.1735517548
1824	0.1735340823
1825	0.1735305842
1826	0.1735145988
1827	0.1735131902
1828	0.1734978847
1829	0.1734918444
1830	0.1734872236
1831	0.1734557234
1832	0.1734389642
1833	0.1734211906
1834	0.1733996823
1835	0.1733662277
1836	0.173341981
1837	0.173327046
1838	0.1733197686
1839	0.1733148399
1840	0.1733078634
1841	0.1732976434
1842	0.1732864117
1843	0.1732837498
1844	0.1732665973
1845	0.1732491153
1846	0.1732422126
1847	0.1732384617
1848	0.1732340612
1849	0.173210289
1850	0.173200005
1851	0.173182014
1852	0.1731732942
1853	0.1731611282
1854	0.1731406912
1855	0.1731345428
1856	0.1731233846
1857	0.1731132893
1858	0.1731077438
1859	0.1730983193
1860	0.1730790744
1861	0.1730742599
1862	0.1730652617
1863	0.1730589685
1864	0.1730426359
1865	0.1730371831
1866	0.173031442
1867	0.1730248277
1868	0.1730193897
1869	0.1730125497
1870	0.1729921141
1871	0.1729825921
1872	0.1729766316
1873	0.1729652045
1874	0.1729197939
1875	0.1729083186
1876	0.1728934885
1877	0.1728901862
1878	0.172881128
1879	0.1728721945
1880	0.1728581451
1881	0.1728290241
1882	0.1728043006
1883	0.1727981213
1884	0.172788777
1885	0.1727687982
1886	0.1727581295
1887	0.1727525608
1888	0.1727451243
1889	0.172725391
1890	0.172710573
1891	0.1727057052
1892	0.1727022184
1893	0.1726797961
1894	0.1726722933
1895	0.1726520294
1896	0.1726490485
1897	0.1726206515
1898	0.1726050839
1899	0.1725995135
1900	0.1725914292
1901	0.1725844779
1902	0.1725693493
1903	0.1725637121
1904	0.1725544443
1905	0.1725366681
1906	0.1725220059
1907	0.1725111998
1908	0.172500457
1909	0.1724932135
1910	0.1724815043
1911	0.172473876
1912	0.172465103
1913	0.1724588291
1914	0.1724480719
1915	0.172434657
1916	0.1724221516
1917	0.1724173929
1918	0.1724089949
1919	0.1723966497
1920	0.1723857397
1921	0.1723832538
1922	0.1723802661
1923	0.1723731
1924	0.172365207
1925	0.1723629963
1926	0.172359519
1927	0.1723491809
1928	0.1723360003
1929	0.1723148483
1930	0.1722888311
1931	0.1722686131
1932	0.1722621479
1933	0.1722394774
1934	0.1722347619
1935	0.1722234821
1936	0.1722173042
1937	0.1721959397
1938	0.1721904131
1939	0.1721854088
1940	0.1721782788
1941	0.1721700834
1942	0.1721549067
1943	0.1721476646
1944	0.1721277939
1945	0.1721141654
1946	0.1720947129
1947	0.1720822042
1948	0.1720731303
1949	0.1720684892
1950	0.1720660784
1951	0.1720600992
1952	0.1720522309
1953	0.172039457
1954	0.1720216323
1955	0.1720142771
1956	0.1719920236
1957	0.1719751905
1958	0.171957095
1959	0.1719511129
1960	0.171949436
1961	0.1719349592
1962	0.1719298107
1963	0.1719256734
1964	0.1719208238
1965	0.1719163305
1966	0.1719051207
1967	0.1719009716
1968	0.1718939006
1969	0.1718829302
1970	0.171845338
1971	0.171830452
1972	0.1718101285
1973	0.1718078686
1974	0.171794681
1975	0.1717768919
1976	0.1717740694
1977	0.1717599315
1978	0.1717454382
1979	0.1717376162
1980	0.1717346328
1981	0.1717234045
1982	0.1717054192
1983	0.1716976432
1984	0.1716877807
1985	0.1716759408
1986	0.1716676147
1987	0.1716540854
1988	0.1716308306
1989	0.1716172769
1990	0.1715862344
1991	0.1715819569
1992	0.1715746627
1993	0.1715685849
1994	0.1715629814
1995	0.171551368
1996	0.1715369502
1997	0.1715275694
1998	0.1715100079
1999	0.1714992696
