iter	Logloss
397	0.207104535
398	0.2070576988
399	0.2069777147
400	0.2069027437
401	0.2068432158
402	0.2068074484
403	0.2067292391
404	0.2066907967
405	0.2066526401
406	0.206557907
407	0.2065167936
408	0.2064574199
409	0.206400831
410	0.2063706339
411	0.2063448337
412	0.2062788506
413	0.2062287169
414	0.2061343142
415	0.2060975717
416	0.2060732528
417	0.2060370378
418	0.2060044904
419	0.2059614325
420	0.2059081201
421	0.2058186607
422	0.2057741128
423	0.2056600513
424	0.2055826943
425	0.2054997527
426	0.2054519752
427	0.2053960445
428	0.2053638595
429	0.2053358036
430	0.2052968025
431	0.2052380252
432	0.205178989
433	0.2051534125
434	0.205101266
435	0.2050727585
436	0.2050398439
437	0.2049805973
438	0.2049484362
439	0.2048994909
440	0.2048438018
441	0.2047989259
442	0.2047419874
443	0.2047011961
444	0.2046724104
445	0.2046260175
446	0.2045854208
447	0.2045501639
448	0.2044273727
449	0.204401854
450	0.2043628792
451	0.204319483
452	0.2042727342
453	0.2042547076
454	0.2041963027
455	0.2041643461
456	0.2041124617
457	0.2040768629
458	0.2040331475
459	0.2040014402
460	0.2039781327
461	0.2038997578
462	0.2038063738
463	0.2037680366
464	0.2037019458
465	0.2036617475
466	0.20361478
467	0.2035281181
468	0.2034962309
469	0.2034547649
470	0.2033791303
471	0.2033332192
472	0.2032819583
473	0.203214208
474	0.2032383242
475	0.203161888
476	0.2031119562
477	0.2030700782
478	0.2030355559
479	0.2029992782
480	0.202965249
481	0.2028960025
482	0.2028499854
483	0.2027808154
484	0.2027564462
485	0.2027094909
486	0.2026586592
487	0.2026056658
488	0.2025640245
489	0.2025375623
490	0.202505364
491	0.2024736566
492	0.2024518878
493	0.202392232
494	0.2023508254
495	0.2023154922
496	0.2022835525
497	0.2022486713
498	0.2022046693
499	0.202162632
500	0.2021370254
501	0.2021176798
502	0.2020600914
503	0.2020266196
504	0.2019689511
505	0.2018721132
506	0.2018385646
507	0.2018190353
508	0.2017558833
509	0.2017165447
510	0.2016841062
511	0.20163213
512	0.2015950547
513	0.2015814787
514	0.2015440248
515	0.2015086275
516	0.2014774112
517	0.2014488663
518	0.2013946188
519	0.2013346302
520	0.2013127246
521	0.2012956734
522	0.2012042847
523	0.2011478258
524	0.2011304182
525	0.201079489
526	0.2010524148
527	0.2009705941
528	0.2009331405
529	0.2008808749
530	0.2008505484
531	0.2008170568
532	0.2007503754
533	0.2007221673
534	0.2007031786
535	0.2006537479
536	0.2006265633
537	0.2005812182
538	0.2005505046
539	0.20049705
540	0.2004760122
541	0.200449484
542	0.2003986517
543	0.2003721941
544	0.2003331367
545	0.2003009205
546	0.200269931
547	0.2002217725
548	0.2001641566
549	0.2001354009
550	0.2001057225
551	0.2000196541
552	0.1999855257
553	0.1999469324
554	0.1999095126
555	0.1998357752
556	0.1998051615
557	0.1997772794
558	0.1997519316
559	0.1997118504
560	0.1996589347
561	0.1996053292
562	0.1995516657
563	0.1994635965
564	0.1994284829
565	0.1994120196
566	0.1993471156
567	0.1993235506
568	0.1992939553
569	0.1992658468
570	0.1991944914
571	0.1991444533
572	0.1990989264
573	0.1990739155
574	0.1990330084
575	0.1989729777
576	0.1989462134
577	0.1989183701
578	0.1988766615
579	0.1988296954
580	0.1987756732
581	0.1987345774
582	0.198705391
583	0.1986779622
584	0.1986268066
585	0.1985816131
586	0.1985568197
587	0.1984908387
588	0.1984662548
589	0.1984212928
590	0.1983959139
591	0.1983556208
592	0.198312214
593	0.1982898808
594	0.1982482821
595	0.1982362168
596	0.1982087269
597	0.1981818884
598	0.1981616188
599	0.198051673
600	0.1980252503
601	0.1979986263
602	0.1979717705
603	0.1979363023
604	0.1979024426
605	0.1978756525
606	0.1978421556
607	0.1978060921
608	0.197733343
609	0.1976707937
610	0.1976361325
611	0.197618006
612	0.1975834607
613	0.1975579507
614	0.1975198097
615	0.1974814145
616	0.1974085342
617	0.1973735861
618	0.1973483235
619	0.197314534
620	0.1972844822
621	0.1972561086
622	0.1972297075
623	0.1972161047
624	0.1971844122
625	0.1971657143
626	0.1971321487
627	0.1971017061
628	0.1970664362
629	0.1970323735
630	0.1970185178
631	0.196980421
632	0.1969459327
633	0.196924453
634	0.1968820043
635	0.1968518377
636	0.1968265078
637	0.19681841
638	0.1967835658
639	0.196738326
640	0.1967170242
641	0.1966867287
642	0.1966094644
643	0.1965264818
644	0.1964405055
645	0.1964144222
646	0.1963718059
647	0.1963408932
648	0.1963114851
649	0.1962131696
650	0.1961803273
651	0.1961459578
652	0.1961068036
653	0.196077286
654	0.1960570153
655	0.1960265933
656	0.1960119536
657	0.195970867
658	0.1959400808
659	0.1959209794
660	0.195891558
661	0.1958725823
662	0.1958589346
663	0.1958469611
664	0.1958305967
665	0.1957978353
666	0.195776359
667	0.1957501729
668	0.1957317347
669	0.195714326
670	0.1956870698
671	0.1956710186
672	0.1956442359
673	0.1956067323
674	0.1955588334
675	0.1955105893
676	0.1954894936
677	0.1954496451
678	0.1954155331
679	0.195386902
680	0.1953747965
681	0.1953578608
682	0.1952888911
683	0.1952202873
684	0.1951943687
685	0.1951741814
686	0.195148236
687	0.195117376
688	0.1950989972
689	0.195081621
690	0.1950611927
691	0.1950232386
692	0.1950111823
693	0.1949996619
694	0.1949694094
695	0.1949450673
696	0.1949262714
697	0.1949104722
698	0.1948800463
699	0.1948628605
700	0.1947572544
701	0.1947420004
702	0.1947139168
703	0.1946817574
704	0.1946435115
705	0.1946098639
706	0.1945879727
707	0.1945118268
708	0.1944743998
709	0.1944461993
710	0.194424969
711	0.194355012
712	0.1943273827
713	0.1943044704
714	0.1942674377
715	0.1941896946
716	0.1941557713
717	0.1941136258
718	0.1940974568
719	0.194082996
720	0.1940534205
721	0.1939928683
722	0.1939605695
723	0.1939380843
724	0.1939244691
725	0.1939124572
726	0.1938682653
727	0.1938480808
728	0.1938225487
729	0.1937955238
730	0.1937778375
731	0.193744462
732	0.1937105162
733	0.1936835495
734	0.1936540075
735	0.193628765
736	0.1935870815
737	0.1935580102
738	0.1934941166
739	0.1934415436
740	0.1933865484
741	0.1933660631
742	0.1933562873
743	0.1933351286
744	0.193308212
745	0.1932796694
746	0.1932504906
747	0.1932232005
748	0.1931975672
749	0.1931779632
750	0.1931518756
751	0.1931246054
752	0.1930967269
753	0.1930611897
754	0.1930267569
755	0.1929923169
756	0.1929676906
757	0.1928567746
758	0.1928416468
759	0.1928301881
760	0.1927730827
761	0.1927649577
762	0.1927556485
763	0.1927397442
764	0.1927059908
765	0.1926881347
766	0.1926525671
767	0.192631585
768	0.1926127742
769	0.1925989492
770	0.1925775381
771	0.1925584213
772	0.192533601
773	0.1924866646
774	0.1924685453
775	0.1924406091
776	0.1924131754
777	0.1923882232
778	0.1923643355
779	0.1923321602
780	0.1923005395
781	0.1922550722
782	0.1922136662
783	0.1921852372
784	0.1921735596
785	0.1921550159
786	0.192124843
787	0.1921120096
788	0.1920809275
789	0.1920153312
790	0.1919870811
791	0.1919457466
792	0.1919296022
793	0.1919181968
794	0.1918890774
795	0.1918666826
796	0.191813961
797	0.1917891384
798	0.1917823438
799	0.1917615206
800	0.1917365447
801	0.1917248605
802	0.1916980119
803	0.191669145
804	0.191653239
805	0.1916324786
806	0.1915732544
807	0.1915511944
808	0.1915300846
809	0.1915147675
810	0.1914784948
811	0.1914666642
812	0.1914566169
813	0.191429723
814	0.1913642739
815	0.1913414913
816	0.1913193819
817	0.1913017561
818	0.1912777349
819	0.1912601826
820	0.191237896
821	0.1912179035
822	0.1911560734
823	0.1911455587
824	0.19112799
825	0.191081139
826	0.1910589316
827	0.1910371476
828	0.1910190905
829	0.1910016096
830	0.19097817
831	0.190936397
832	0.1909270667
833	0.1908914887
834	0.1908789332
835	0.1908547019
836	0.1908289382
837	0.1908062338
838	0.1907898193
839	0.1907742143
840	0.1907612636
841	0.1907384473
842	0.1906910117
843	0.1906820544
844	0.1906570774
845	0.1906346272
846	0.1905607231
847	0.190528502
848	0.1905172619
849	0.19044604
850	0.1904155801
851	0.1904053814
852	0.1903892646
853	0.1903475073
854	0.1903313102
855	0.1903205215
856	0.1902970531
857	0.1902383727
858	0.1901968198
859	0.190185393
860	0.1901253899
861	0.1901012812
862	0.1900858346
863	0.1900583151
864	0.1900376578
865	0.1900132201
866	0.1899663677
867	0.1899571338
868	0.189933991
869	0.189924464
870	0.1899037446
871	0.1898844188
872	0.1898454002
873	0.1898236266
874	0.189805283
875	0.1897876107
876	0.1897697385
877	0.1897635491
878	0.1897064815
879	0.1896906101
880	0.1896760164
881	0.1896316301
882	0.1895865714
883	0.1895771122
884	0.1895408028
885	0.1895183712
886	0.1894870547
887	0.1894730531
888	0.1894571527
889	0.1894302786
890	0.1893863418
891	0.1893692713
892	0.1893516172
893	0.189307532
894	0.1892864792
895	0.1892511841
896	0.1892309022
897	0.1892059687
898	0.189164995
899	0.189147123
900	0.1891060476
901	0.1890935357
902	0.189079203
903	0.1890609072
904	0.1890432036
905	0.189011517
906	0.188988973
907	0.1889773621
908	0.1889682329
909	0.1889506488
910	0.1889315579
911	0.1889143423
912	0.1888972911
913	0.1888684145
914	0.1888117068
915	0.1887893083
916	0.1887754267
917	0.1887546084
918	0.1887133902
919	0.1886782995
920	0.1886529625
921	0.1886279522
922	0.1886114895
923	0.1885924984
924	0.1885447418
925	0.1884833246
926	0.1884553517
927	0.1884387186
928	0.1884233578
929	0.1884036348
930	0.1883909892
931	0.1883619228
932	0.188317551
933	0.1882972066
934	0.1882745986
935	0.1882606552
936	0.1882480964
937	0.188230076
938	0.188209229
939	0.1881889304
940	0.1881795486
941	0.1881670549
942	0.1881495874
943	0.1881365353
944	0.1881118915
945	0.1880914302
946	0.1880756873
947	0.1880550691
948	0.1880389656
949	0.1880231358
950	0.1880052911
951	0.1879872863
952	0.1879620722
953	0.1879555647
954	0.1879000422
955	0.1878863737
956	0.1878676642
957	0.1878540028
958	0.1878058761
959	0.1877817856
960	0.1877620079
961	0.1877287478
962	0.1876734228
963	0.1876248282
964	0.1876092593
965	0.1875840561
966	0.1875499736
967	0.1875308965
968	0.1875107765
969	0.1875031383
970	0.1874980987
971	0.1874835022
972	0.1874462398
973	0.1873870136
974	0.1873679226
975	0.1873333295
976	0.1873062559
977	0.1872924875
978	0.187240646
979	0.1871832292
980	0.1871539901
981	0.1871416215
982	0.1870388718
983	0.1870236528
984	0.1870131854
985	0.1869953165
986	0.1869865832
987	0.1869622272
988	0.1869420059
989	0.1868637082
990	0.186827748
991	0.1868175169
992	0.1868028466
993	0.1867911037
994	0.1867723973
995	0.1867564317
996	0.1867411824
997	0.1867259762
998	0.1867140723
999	0.1866948303
1000	0.186669318
1001	0.1866558976
1002	0.1866468841
1003	0.1866329561
1004	0.1865806906
1005	0.1865615973
1006	0.1865344351
1007	0.1865177742
1008	0.1865008741
1009	0.1864855267
1010	0.1864681694
1011	0.1864288762
1012	0.1864054329
1013	0.186383314
1014	0.1863734054
1015	0.1863669307
1016	0.1863349257
1017	0.1863110566
1018	0.1862469323
1019	0.1862354311
1020	0.1862049192
1021	0.1861913321
1022	0.1861219237
1023	0.1861075266
1024	0.186089814
1025	0.1860553757
1026	0.186038737
1027	0.186025802
1028	0.1860129936
1029	0.1859978688
1030	0.1859938358
1031	0.1859817105
1032	0.1859670183
1033	0.1859581924
1034	0.1859460711
1035	0.1858984021
1036	0.185884366
1037	0.1858241903
1038	0.1858019857
1039	0.1857929827
1040	0.1857867722
1041	0.1857710452
1042	0.1857573006
1043	0.1857402668
1044	0.1857290338
1045	0.1857190892
1046	0.1856758217
1047	0.1856708287
1048	0.1856404427
1049	0.1856249352
1050	0.1855968522
1051	0.1855888785
1052	0.1855733351
1053	0.1855454723
1054	0.1855221431
1055	0.1855148099
1056	0.1854789935
1057	0.1854629692
1058	0.1854546831
1059	0.1854358227
1060	0.18542313
1061	0.1854068739
1062	0.1853918833
1063	0.185338396
1064	0.1853047113
1065	0.1852889815
1066	0.1852724516
1067	0.1852593681
1068	0.1851924976
1069	0.1851734138
1070	0.1851648717
1071	0.1851355909
1072	0.1851048607
1073	0.1850972128
1074	0.1850821036
1075	0.1850516062
1076	0.1850324225
1077	0.1849426629
1078	0.1849275402
1079	0.1848816033
1080	0.1848677903
1081	0.1848564784
1082	0.1848374952
1083	0.1848245173
1084	0.1848169984
1085	0.1847824376
1086	0.1847654309
1087	0.1847139091
1088	0.1847034741
1089	0.1846691409
1090	0.1846519606
1091	0.1846301
1092	0.1846177537
1093	0.1845934095
1094	0.1845788222
1095	0.1845656597
1096	0.1845385672
1097	0.1845132688
1098	0.1844680193
1099	0.1844227889
1100	0.1844071978
1101	0.1844043551
1102	0.184395143
1103	0.1843749289
1104	0.1843436162
1105	0.1843277247
1106	0.1843034413
1107	0.1842858317
1108	0.1842053891
1109	0.184193593
1110	0.1841832904
1111	0.184158674
1112	0.1841454671
1113	0.1841138324
1114	0.1841002836
1115	0.1840885659
1116	0.1840822239
1117	0.1840593731
1118	0.1840472038
1119	0.1840398504
1120	0.1840185079
1121	0.1839735344
1122	0.1839577513
1123	0.1839478098
1124	0.1838944121
1125	0.1838821834
1126	0.183865382
1127	0.1838400754
1128	0.1838290793
1129	0.1838090735
1130	0.1837782007
1131	0.1837680592
1132	0.1837529613
1133	0.1837276146
1134	0.1837072192
1135	0.1836964137
1136	0.1836658805
1137	0.1836517361
1138	0.183644621
1139	0.1836266338
1140	0.1836099972
1141	0.1835713244
1142	0.1835470937
1143	0.1835146369
1144	0.1835014073
1145	0.1834854557
1146	0.1834661996
1147	0.1834541481
1148	0.1834502429
1149	0.1834335528
1150	0.1834263279
1151	0.1834014988
1152	0.1833921227
1153	0.1833702128
1154	0.1833583246
1155	0.1833405219
1156	0.1833304159
1157	0.1833134598
1158	0.1832726339
1159	0.1832692569
1160	0.1832560584
1161	0.1832486118
1162	0.1832387344
1163	0.1832184156
1164	0.1831977194
1165	0.1831899194
1166	0.1831789879
1167	0.1831532855
1168	0.1831490136
1169	0.183136944
1170	0.1831302977
1171	0.1831197629
1172	0.1831095649
1173	0.1830998324
1174	0.1830950132
1175	0.1830679534
1176	0.1830604524
1177	0.183049166
1178	0.183040163
1179	0.1830209111
1180	0.1830048998
1181	0.1829672699
1182	0.1829509945
1183	0.1829318264
1184	0.1829091746
1185	0.1828946824
1186	0.1828850861
1187	0.1828743029
1188	0.1828573555
1189	0.1828424373
1190	0.1828311312
1191	0.1828124956
1192	0.1827940191
1193	0.1827836849
1194	0.1827543387
1195	0.1827468469
1196	0.1827395983
1197	0.1827004514
1198	0.1826915925
1199	0.1826779648
1200	0.1826347248
1201	0.1826064637
1202	0.1825993009
1203	0.1825825827
1204	0.1825768573
1205	0.182562366
1206	0.1825486626
1207	0.1825274916
1208	0.1825047719
1209	0.1824900593
1210	0.1824749581
1211	0.1824476945
1212	0.1824189466
1213	0.1823985874
1214	0.1823892579
1215	0.182373779
1216	0.1823579894
1217	0.1823464519
1218	0.1823040596
1219	0.1822918478
1220	0.1822774829
1221	0.1822504246
1222	0.1822456074
1223	0.1822341576
1224	0.1822247401
1225	0.1822209697
1226	0.1821904196
1227	0.182173651
1228	0.1821559824
1229	0.1821408845
1230	0.1821371498
1231	0.1821284688
1232	0.1821146661
1233	0.1820959952
1234	0.182083383
1235	0.1820494674
1236	0.1820444313
1237	0.1820261718
1238	0.1820112882
1239	0.1819930031
1240	0.1819803049
1241	0.1819757933
1242	0.1819707262
1243	0.1819369272
1244	0.1819027952
1245	0.1818876804
1246	0.1818524286
1247	0.1818362687
1248	0.1818254746
1249	0.1818131396
1250	0.1818001047
1251	0.1817906423
1252	0.1817806022
1253	0.1817755626
1254	0.1817624736
1255	0.1816841537
1256	0.181674437
1257	0.1816442898
1258	0.1816374494
1259	0.181604134
1260	0.181595425
1261	0.1815858201
1262	0.1815774244
1263	0.181568301
1264	0.1815563599
1265	0.181546703
1266	0.1815357908
1267	0.1814830114
1268	0.1814577525
1269	0.1814272374
1270	0.1814015144
1271	0.181370648
1272	0.1813318194
1273	0.1812876177
1274	0.1812747461
1275	0.1812661085
1276	0.1812607041
1277	0.1812513492
1278	0.1812398183
1279	0.1812287098
1280	0.1811993225
1281	0.1811908306
1282	0.1811850084
1283	0.1811681464
1284	0.1811534453
1285	0.1811432291
1286	0.1811346547
1287	0.1811281998
1288	0.1811088925
1289	0.1810960989
1290	0.1810807537
1291	0.1810653991
1292	0.1810323956
1293	0.181021432
1294	0.1810002812
1295	0.1809487193
1296	0.1809021328
1297	0.1808921526
1298	0.1808622549
1299	0.1808536755
1300	0.1808419935
1301	0.1808317896
1302	0.1808170861
1303	0.1807966308
1304	0.1807844324
1305	0.180757061
1306	0.1807346338
1307	0.1807218188
1308	0.1807147689
1309	0.1806857156
1310	0.1806757977
1311	0.1806620823
1312	0.1806474896
1313	0.1806270137
1314	0.1806226755
1315	0.1806088988
1316	0.1806010597
1317	0.1805822541
1318	0.1805759576
1319	0.1805643989
1320	0.1805546378
1321	0.1805210748
1322	0.1805048178
1323	0.180450502
1324	0.1804365621
1325	0.1804291245
1326	0.1804083343
1327	0.1804002484
1328	0.1803898093
1329	0.1803266811
1330	0.1803046068
1331	0.1802649375
1332	0.1802480766
1333	0.1802381123
1334	0.1802196991
1335	0.1801582799
1336	0.1801361829
1337	0.1801279891
1338	0.1801197616
1339	0.1800765585
1340	0.1800643492
1341	0.1800529347
1342	0.1800349076
1343	0.180015154
1344	0.1800024148
1345	0.1799848313
1346	0.1799797938
1347	0.1799654083
1348	0.1799468723
1349	0.179936551
1350	0.1799155602
1351	0.1798897171
1352	0.179883238
1353	0.1798736034
1354	0.1798593814
1355	0.1798464885
1356	0.1798363094
1357	0.1797812386
1358	0.1797495679
1359	0.17972662
1360	0.1797121346
1361	0.1796985058
1362	0.1796792575
1363	0.1796669218
1364	0.1796600951
1365	0.1796563485
1366	0.1796083897
1367	0.1796059529
1368	0.1795984624
1369	0.1795924871
1370	0.1795831655
1371	0.179560867
1372	0.1795505751
1373	0.1795424353
1374	0.1795280385
1375	0.1795175761
1376	0.1795153415
1377	0.1795124772
1378	0.1794975255
1379	0.1794802214
1380	0.1794701249
1381	0.1794550322
1382	0.1794523388
1383	0.1794302687
1384	0.179424071
1385	0.1793970301
1386	0.1793761551
1387	0.1793683297
1388	0.1793411745
1389	0.1793327375
1390	0.1793108225
1391	0.1793032239
1392	0.1792948762
1393	0.179292191
1394	0.1792793928
1395	0.1792706969
1396	0.1792595074
1397	0.1792544459
1398	0.1792367129
1399	0.1792298893
1400	0.1792234918
1401	0.179216889
1402	0.1791900611
1403	0.1791722063
1404	0.1791679298
1405	0.1791317788
1406	0.1791054652
1407	0.1790945474
1408	0.1790828133
1409	0.1790714384
1410	0.1790607177
1411	0.1790371176
1412	0.1790270214
1413	0.1790042001
1414	0.1789913746
1415	0.1789843979
1416	0.178969991
1417	0.1789661623
1418	0.178950605
1419	0.1789389638
1420	0.1789246631
1421	0.1789162045
1422	0.1789031828
1423	0.17889222
1424	0.1788701992
1425	0.1788606516
1426	0.1788511351
1427	0.1788450845
1428	0.1788349125
1429	0.1788294553
1430	0.1788091731
1431	0.1787923209
1432	0.1787788759
1433	0.1787567126
1434	0.17872887
1435	0.1786975341
1436	0.1786823307
1437	0.1786638283
1438	0.1786409171
1439	0.1786204468
1440	0.1786114409
1441	0.1786034528
1442	0.1785995269
1443	0.1785947667
1444	0.1785861656
1445	0.1785772603
1446	0.1785714105
1447	0.1785599086
1448	0.1785417271
1449	0.1785270511
1450	0.1785146291
1451	0.1785101361
1452	0.1785072556
1453	0.1784647689
1454	0.1784546609
1455	0.1784384589
1456	0.1784140999
1457	0.1784098914
1458	0.1784027824
1459	0.1783933073
1460	0.1783809236
1461	0.1783680845
1462	0.1783619576
1463	0.1783460169
1464	0.1783302875
1465	0.1783217428
1466	0.1782965573
1467	0.1782910087
1468	0.1782691781
1469	0.1782427141
1470	0.1782328385
1471	0.1782167924
1472	0.1781725449
1473	0.1781533048
1474	0.1781275892
1475	0.1780851496
1476	0.1780802912
1477	0.1780662195
1478	0.178059185
1479	0.1780493018
1480	0.1780389996
1481	0.1780073332
1482	0.1779869078
1483	0.1779697411
1484	0.1779475519
1485	0.1779175225
1486	0.1779008587
1487	0.1778747468
1488	0.1778668618
1489	0.1778552956
1490	0.1778455438
1491	0.1778184839
1492	0.177812526
1493	0.177792617
1494	0.1777830693
1495	0.1777744806
1496	0.1777660213
1497	0.1777347696
1498	0.1777111825
1499	0.1776972331
1500	0.1776800606
1501	0.1776618933
1502	0.1776376426
1503	0.1776289043
1504	0.177606743
1505	0.1776023258
1506	0.1775937472
1507	0.1775789144
1508	0.1775694211
1509	0.1775615637
1510	0.1775306551
1511	0.1775238531
1512	0.1775143294
1513	0.1774763748
